round,cosine_sim
0.0000,0.4582
1.0000,0.5078
2.0000,0.0828
3.0000,0.0187
4.0000,0.0096
5.0000,0.0057
6.0000,0.0047
7.0000,0.0021
8.0000,0.0018
9.0000,0.0004
10.0000,0.1780
11.0000,0.0050
12.0000,0.0057
13.0000,0.0056
14.0000,0.0002
15.0000,0.0042
16.0000,0.0002
17.0000,0.0017
18.0000,0.0056
19.0000,0.0002
20.0000,0.1177
21.0000,0.0007
22.0000,0.0000
23.0000,0.0044
24.0000,0.0005
25.0000,0.0022
26.0000,0.0014
27.0000,0.0002
28.0000,0.0004
29.0000,0.0020
30.0000,0.0712
31.0000,0.0031
32.0000,0.0084
33.0000,0.0014
34.0000,0.0003
35.0000,0.0016
36.0000,0.0004
37.0000,0.0025
38.0000,0.0007
39.0000,0.0001
40.0000,0.5199
41.0000,0.0001
42.0000,0.0001
43.0000,0.0003
44.0000,0.0003
45.0000,0.0016
46.0000,0.0000
47.0000,0.0056
48.0000,0.0003
49.0000,0.0059
50.0000,0.1924
51.0000,0.0002
52.0000,0.0001
53.0000,0.0000
54.0000,0.0000
55.0000,0.0000
56.0000,0.0001
57.0000,0.0001
58.0000,0.0000
59.0000,0.0000
60.0000,0.0863
61.0000,0.0000
62.0000,0.0002
63.0000,0.0019
64.0000,0.0001
65.0000,0.0001
66.0000,0.0000
67.0000,0.0018
68.0000,0.0036
69.0000,0.0001
70.0000,0.0730
71.0000,0.0000
72.0000,0.0015
73.0000,0.0019
74.0000,0.0001
75.0000,0.0004
76.0000,0.0001
77.0000,0.0000
78.0000,0.0000
79.0000,0.0000
80.0000,0.1982
81.0000,0.0001
82.0000,0.0000
83.0000,0.0000
84.0000,0.0001
85.0000,0.0003
86.0000,0.0007
87.0000,0.0003
88.0000,0.0001
89.0000,0.0000
90.0000,0.0645
91.0000,0.0007
92.0000,0.0001
93.0000,0.0000
94.0000,0.0000
95.0000,0.0000
96.0000,0.0003
97.0000,0.0001
98.0000,0.0001
99.0000,0.0002
