client,round,loss
2,0,0.624
2,1,0.548
2,2,0.455
2,3,0.41
2,4,0.346
2,5,0.324
2,6,0.248
2,7,0.236
2,8,0.223
2,9,0.202
2,10,0.222
2,11,0.196
2,12,0.191
2,13,0.177
2,14,0.197
2,15,0.153
2,16,0.155
2,17,0.145
2,18,0.139
2,19,0.115
2,20,0.098
2,21,0.116
2,22,0.114
2,23,0.082
2,24,0.077
2,25,0.073
2,26,0.088
2,27,0.089
2,28,0.069
2,29,0.067
2,30,0.1
2,31,0.076
2,32,0.081
2,33,0.061
2,34,0.067
2,35,0.081
2,36,0.065
2,37,0.061
2,38,0.067
2,39,0.069
2,40,0.068
2,41,0.053
2,42,0.054
2,43,0.064
2,44,0.068
2,45,0.075
2,46,0.063
2,47,0.056
2,48,0.059
2,49,0.057
2,50,0.055
2,51,0.061
2,52,0.063
2,53,0.051
2,54,0.058
2,55,0.058
2,56,0.05
2,57,0.055
2,58,0.055
2,59,0.045
2,60,0.042
2,61,0.058
2,62,0.054
2,63,0.052
2,64,0.053
2,65,0.043
2,66,0.036
2,67,0.057
2,68,0.056
2,69,0.039
2,70,0.041
2,71,0.046
2,72,0.042
2,73,0.046
2,74,0.044
2,75,0.047
2,76,0.043
2,77,0.049
2,78,0.043
2,79,0.054
2,80,0.041
2,81,0.037
2,82,0.039
2,83,0.039
2,84,0.047
2,85,0.043
2,86,0.045
2,87,0.079
2,88,0.039
2,89,0.041
2,90,0.037
2,91,0.038
2,92,0.06
2,93,0.042
2,94,0.048
2,95,0.089
2,96,0.045
2,97,0.051
2,98,0.059
2,99,0.045
