timestamp,dataset,rank1,rank5,mAP
2025-07-07 22:27:21,client_3,0.6053,0.7368,0.3120
2025-07-08 02:27:28,client_3,0.6579,0.7895,0.4048
2025-07-08 03:41:14,client_3,0.6316,0.7368,0.4557
2025-07-08 06:12:12,client_3,0.6316,0.7895,0.5448
