cosine_sim,student_norm,teacher_norm
0.4494,28.5249,33.8097
0.4232,28.6640,35.6654
0.4173,28.8226,36.1184
0.4422,28.5245,34.8192
0.4271,28.4084,36.6358
0.4549,28.4764,35.4696
0.4622,28.2483,32.8296
0.4236,28.4606,35.5046
0.4575,28.3969,31.1573
0.4370,28.3966,34.4062
0.4438,28.2566,33.8703
0.4241,28.8800,33.0028
0.4650,27.9463,31.6975
0.4499,28.1623,36.3146
0.4591,28.1442,30.6447
0.4536,28.3800,34.1621
0.4422,28.2657,37.8044
0.4604,27.9126,36.6502
0.4375,27.9198,35.7163
0.4608,27.9191,37.3103
0.5857,28.3960,32.8048
0.6019,28.5327,30.6307
0.5960,28.2293,29.9288
0.6201,28.4269,29.8540
0.5913,28.4538,28.5022
0.6006,28.3760,29.1323
0.6077,28.1490,30.0556
0.6233,28.4658,27.9753
0.6081,28.3660,28.5134
0.6046,28.2727,28.1970
0.6055,28.3399,31.0672
0.5854,27.9176,28.6532
0.6113,27.9921,31.6606
0.6101,28.5654,27.4790
0.6182,28.4379,28.5008
0.6421,28.4976,30.9204
0.6504,28.4282,30.9162
0.6336,28.1585,27.7563
0.6167,28.1776,30.1169
0.6112,28.1341,29.1027
0.7311,27.9867,28.9965
0.7574,28.1903,29.8177
0.7256,28.0837,29.5311
0.7155,27.8793,28.4034
0.7382,28.2475,29.9772
0.7539,28.0048,31.4837
0.7446,28.0428,29.1284
0.7525,28.0785,30.9167
0.7470,28.1354,30.3207
0.7519,27.9066,28.5387
0.7642,28.0892,30.9291
0.7796,28.3636,30.9865
0.7575,28.1434,31.0464
0.7338,28.1914,28.6579
0.7772,28.1910,31.4363
0.7621,28.2736,29.2706
0.7489,27.9967,27.3241
0.7518,28.1320,28.5856
0.7653,27.8108,31.2082
0.7842,28.2719,29.7415
0.8335,27.8558,31.4451
0.8572,28.1197,29.4327
0.8412,28.1674,30.0214
0.8358,28.1029,27.9157
0.8509,28.1915,30.2409
0.8410,28.2966,29.5772
0.8234,27.9744,29.4286
0.8482,28.1288,29.2936
0.8440,27.8554,30.4066
0.8433,28.2813,28.4997
0.8168,28.1706,29.0484
0.8353,27.8433,29.1481
0.8110,27.7793,29.4164
0.8287,27.9971,27.1821
0.8481,27.7064,29.7268
0.8466,28.0527,29.0574
0.8570,28.2740,30.1696
0.8474,27.8885,30.2161
0.8419,28.1426,29.8838
0.8598,27.8220,30.7120
0.7628,27.8348,29.7947
0.7786,27.9149,29.8268
0.7489,27.5329,29.9334
0.7897,28.0054,30.0835
0.7750,27.9437,31.4154
0.7783,27.9721,30.6942
0.7713,27.6696,29.6541
0.7754,27.9055,29.7328
0.7851,27.7868,31.3009
0.7775,27.9043,30.4711
0.7794,27.3997,31.2231
0.7863,27.8048,29.2885
0.8071,27.9925,31.0244
0.7753,28.1260,31.1160
0.8103,27.7642,29.5284
0.7825,27.6399,30.1563
0.8004,27.4055,31.5136
0.8079,27.8248,32.0949
0.7782,27.3182,29.5098
0.7647,27.4172,27.4137
0.8697,27.5570,28.7266
0.8458,27.2369,28.0600
0.8604,27.3736,27.2767
0.8609,27.4706,28.4876
0.8632,27.6034,29.2621
0.8567,27.3866,27.8622
0.8718,27.3678,27.7328
0.8566,27.6457,28.1671
0.8749,27.9284,28.9848
0.8809,27.8084,30.1644
0.8611,27.6071,27.8288
0.8751,27.6829,29.0307
0.8458,27.5544,28.7447
0.8525,27.6968,29.7848
0.8821,27.5713,29.5062
0.8835,28.0730,29.4600
0.8785,27.4786,29.6343
0.8693,27.3569,30.3247
0.8708,27.6282,30.0920
0.8858,27.4703,29.2303
0.8895,27.1500,29.7204
0.8603,26.9657,27.5887
0.8894,27.5675,28.5923
