client,round,loss
0,0,3.22
0,1,2.989
0,2,2.752
0,3,2.509
0,4,2.277
0,5,2.067
0,6,1.874
0,7,1.684
0,8,1.538
0,9,1.41
0,10,1.276
0,11,1.17
0,12,1.056
0,13,0.957
0,14,0.879
0,15,0.802
0,16,0.773
0,17,0.677
0,18,0.652
0,19,0.594
0,20,0.554
0,21,0.494
0,22,0.477
0,23,0.408
0,24,0.394
0,25,0.373
0,26,0.327
0,27,0.342
0,28,0.318
0,29,0.301
0,30,0.254
0,31,0.275
0,32,0.234
0,33,0.207
0,34,0.217
0,35,0.212
0,36,0.185
0,37,0.196
0,38,0.158
0,39,0.171
0,40,0.162
0,41,0.164
0,42,0.151
0,43,0.13
0,44,0.121
0,45,0.138
0,46,0.117
0,47,0.115
0,48,0.107
0,49,0.098
0,50,0.109
0,51,0.091
0,52,0.1
0,53,0.081
0,54,0.087
0,55,0.083
0,56,0.077
0,57,0.085
0,58,0.09
0,59,0.084
0,60,0.068
0,61,0.081
0,62,0.065
0,63,0.069
0,64,0.063
0,65,0.067
0,66,0.071
0,67,0.061
0,68,0.065
0,69,0.055
0,70,0.065
0,71,0.053
0,72,0.051
0,73,0.051
0,74,0.048
0,75,0.056
0,76,0.049
0,77,0.048
0,78,0.044
0,79,0.045
0,80,0.046
0,81,0.051
0,82,0.048
0,83,0.042
0,84,0.042
0,85,0.05
0,86,0.047
0,87,0.04
0,88,0.044
0,89,0.037
0,90,0.038
0,91,0.034
0,92,0.038
0,93,0.033
0,94,0.031
0,95,0.032
0,96,0.038
0,97,0.029
0,98,0.037
0,99,0.032
