round,cosine_sim
0.0000,0.4582
1.0000,0.4902
2.0000,0.0000
3.0000,0.0000
4.0000,0.0000
5.0000,0.0000
6.0000,0.0000
7.0000,0.0001
8.0000,0.0000
9.0000,0.0001
10.0000,0.2316
11.0000,0.0001
12.0000,0.0001
13.0000,0.0000
14.0000,0.0000
15.0000,0.0000
16.0000,0.0000
17.0000,0.0000
18.0000,0.0000
19.0000,0.0001
20.0000,0.1910
21.0000,0.0000
22.0000,0.0001
23.0000,0.0001
24.0000,0.0000
25.0000,0.0001
26.0000,0.0001
27.0000,0.0001
28.0000,0.0001
29.0000,0.0000
30.0000,0.1659
31.0000,0.0000
32.0000,0.0000
33.0000,0.0001
34.0000,0.0001
35.0000,0.0001
36.0000,0.0000
37.0000,0.0000
38.0000,0.0001
39.0000,0.0001
40.0000,0.5518
41.0000,0.0001
42.0000,0.0001
43.0000,0.0001
44.0000,0.0000
45.0000,0.0000
46.0000,0.0001
47.0000,0.0001
48.0000,0.0000
49.0000,0.0000
50.0000,0.3380
51.0000,0.0001
52.0000,0.0000
53.0000,0.0000
54.0000,0.0001
55.0000,0.0000
56.0000,0.0001
57.0000,0.0000
58.0000,0.0000
59.0000,0.0000
60.0000,0.1666
61.0000,0.0001
62.0000,0.0000
63.0000,0.0001
64.0000,0.0000
65.0000,0.0001
66.0000,0.0001
67.0000,0.0001
68.0000,0.0000
69.0000,0.0001
70.0000,0.1304
71.0000,0.0000
72.0000,0.0001
73.0000,0.0001
74.0000,0.0001
75.0000,0.0000
76.0000,0.0001
77.0000,0.0001
78.0000,0.0001
79.0000,0.0000
80.0000,0.3100
81.0000,0.0001
82.0000,0.0000
83.0000,0.0000
84.0000,0.0000
85.0000,0.0001
86.0000,0.0001
87.0000,0.0001
88.0000,0.0001
89.0000,0.0001
90.0000,0.1387
91.0000,0.0000
92.0000,0.0000
93.0000,0.0000
94.0000,0.0000
95.0000,0.0000
96.0000,0.0000
97.0000,0.0000
98.0000,0.0000
99.0000,0.0000
