client,round,loss
2,0,3.108
2,1,3.344
2,2,3.101
2,3,2.965
2,4,2.824
2,5,2.676
2,6,2.507
2,7,2.43
2,8,2.304
2,9,2.156
2,10,2.141
2,11,2.044
2,12,2.034
2,13,1.976
2,14,1.829
2,15,1.754
2,16,1.638
2,17,1.578
2,18,1.581
2,19,1.543
2,20,1.528
2,21,1.536
2,22,1.473
2,23,1.44
2,24,1.425
2,25,1.354
2,26,1.275
2,27,1.22
2,28,1.242
2,29,1.166
2,30,1.093
2,31,1.049
2,32,1.059
2,33,1.05
2,34,1.037
2,35,0.986
2,36,0.904
2,37,0.943
2,38,0.945
2,39,0.892
2,40,0.931
2,41,0.94
2,42,0.877
2,43,0.901
2,44,0.864
2,45,0.796
2,46,0.767
2,47,0.747
2,48,0.745
2,49,0.761
2,50,0.753
2,51,0.763
2,52,0.823
2,53,0.749
2,54,0.735
2,55,0.703
2,56,0.702
2,57,0.625
2,58,0.701
2,59,0.813
2,60,0.754
2,61,0.716
2,62,0.723
2,63,0.662
2,64,0.687
2,65,0.673
2,66,0.673
2,67,0.6
2,68,0.592
2,69,0.607
2,70,0.545
2,71,0.586
2,72,0.625
2,73,0.697
2,74,0.68
2,75,0.595
2,76,0.57
2,77,0.477
2,78,0.57
2,79,0.476
2,80,0.479
2,81,0.462
2,82,0.489
2,83,0.519
2,84,0.487
2,85,0.501
2,86,0.476
2,87,0.428
2,88,0.49
2,89,0.485
2,90,0.556
2,91,0.469
2,92,0.442
2,93,0.496
2,94,0.484
2,95,0.557
2,96,0.601
2,97,0.591
2,98,0.589
2,99,0.523
