cosine_sim,student_norm,teacher_norm
0.9447,29.5140,29.4381
0.9550,29.5245,32.0964
0.9505,29.5898,30.9011
0.9571,29.4326,29.7838
0.9453,29.5310,30.9073
0.9472,29.3523,29.4975
0.9415,29.5575,30.8632
0.9535,29.3595,30.5752
0.9462,29.6437,32.6562
0.9430,29.5560,30.8058
0.9444,29.5746,31.0636
0.9373,29.5479,31.6372
0.9153,29.2934,32.4557
0.9521,29.2524,30.1676
0.9308,29.1125,30.1738
0.9542,29.4417,31.3978
0.9424,29.6246,30.8619
0.9600,29.4696,31.0372
0.9433,29.4679,30.3958
0.9287,29.4268,30.2655
0.9534,29.5294,31.4655
0.9505,29.3337,30.8320
0.9309,29.2916,31.6921
0.9547,29.4527,30.2702
0.9146,29.5233,32.1571
0.9462,29.4116,30.8867
0.9447,29.3256,31.7603
0.9484,29.4659,31.8479
0.9443,29.4952,33.0619
0.9600,29.4803,32.4474
0.9417,29.5117,32.0522
0.9538,29.4056,31.5885
0.9641,29.4130,30.8362
0.9698,29.5679,29.9179
0.9591,29.4169,30.4099
0.9527,29.3697,30.8913
0.9541,29.3000,30.0752
0.9629,29.3500,31.5708
0.9578,29.3249,31.0308
0.9587,29.4529,30.4445
0.9434,29.3189,30.7627
0.9625,29.3049,30.4324
0.9515,29.4893,32.6054
0.9666,29.4840,30.5308
0.9635,29.2418,30.3052
0.9690,29.5328,30.8604
0.9706,29.5983,31.4521
0.9712,29.3674,29.4663
0.9599,29.3204,30.4903
0.9689,29.7272,30.2017
0.9724,29.5906,30.5666
0.9668,29.4604,29.5406
0.9658,29.4697,29.5782
0.9683,29.3207,30.3625
0.9542,29.3775,31.7441
0.9606,29.5078,29.0072
0.9733,29.5455,30.2057
0.9589,29.3144,28.7318
0.9712,29.4034,29.4234
0.9649,29.4627,31.3305
0.9645,29.1642,28.9113
0.9660,29.4507,30.9616
0.9667,29.3305,30.5262
0.9620,29.4982,29.3105
0.9561,29.4870,31.1447
0.9564,29.4884,30.1217
0.9659,29.4006,30.8383
0.9520,29.3246,30.4805
0.9654,29.3870,30.5279
0.9604,29.4586,31.0181
0.9623,29.4900,30.1078
0.9544,29.4938,31.2547
0.9631,29.3328,29.7169
0.9674,29.4854,29.5498
0.9608,29.3147,30.2834
0.9595,29.3296,31.2795
0.9561,29.3552,31.8249
0.9501,29.4989,30.2201
0.9555,29.2261,29.7268
0.9672,29.3743,30.5269
0.9648,29.6004,30.2149
0.9553,29.3827,30.3866
0.9594,29.1343,30.0607
0.9538,29.4653,31.3833
0.9351,29.1910,30.3316
0.9650,29.3257,30.2977
0.9657,29.4292,30.9616
0.9561,29.3207,30.4079
0.9579,29.3294,30.5345
0.9632,29.4254,31.1188
0.9645,29.4312,31.2583
0.9553,29.3295,30.8579
0.9685,29.3762,31.7452
0.9714,29.3850,30.4858
0.9456,29.2322,31.8687
0.9622,29.2787,30.9489
0.9354,29.3013,32.5226
0.9515,29.3220,31.4170
0.9547,29.4124,30.9319
0.9410,29.3591,32.5524
0.9510,29.4688,30.5484
0.9436,29.3901,32.9014
0.9393,29.4610,31.0879
0.9483,29.3104,31.5868
0.9575,29.3249,30.8473
0.9573,29.3534,29.8816
0.9589,29.2236,30.3725
0.9473,29.2312,31.1808
0.9515,29.2365,32.2675
0.9556,29.3691,30.6978
0.9620,29.4830,30.3440
0.9589,29.6013,30.8160
0.9439,29.4622,32.1614
0.9452,29.3990,32.1572
0.9441,29.5162,30.8708
0.9400,29.3207,30.7739
0.9464,29.5366,32.6033
0.9458,29.4217,32.0373
0.9604,29.3984,29.6491
0.9410,29.3970,31.3601
0.9571,29.5543,30.5484
0.9297,29.2297,32.9478
0.9456,29.2740,30.4467
0.9550,29.3944,31.7874
0.9542,29.4465,31.4623
0.9637,29.4458,30.1837
0.9654,29.3718,30.6777
0.9538,29.3353,32.0061
0.9580,29.2981,29.8084
0.9639,29.5151,29.6230
0.9624,29.4045,30.6972
0.9579,29.2489,29.9467
0.9754,29.3084,29.4925
