client,round,loss
1,0,1.509
1,1,1.372
1,2,1.18
1,3,1.009
1,4,0.855
1,5,0.682
1,6,0.553
1,7,0.442
1,8,0.369
1,9,0.312
1,10,0.255
1,11,0.221
1,12,0.202
1,13,0.195
1,14,0.147
1,15,0.13
1,16,0.134
1,17,0.089
1,18,0.098
1,19,0.085
1,20,0.138
1,21,0.132
1,22,0.13
1,23,0.131
1,24,0.125
1,25,0.143
1,26,0.112
1,27,0.108
1,28,0.099
1,29,0.102
1,30,0.095
1,31,0.099
1,32,0.096
1,33,0.088
1,34,0.101
1,35,0.07
1,36,0.074
1,37,0.083
1,38,0.061
1,39,0.075
1,40,0.058
1,41,0.056
1,42,0.066
1,43,0.07
1,44,0.065
1,45,0.063
1,46,0.068
1,47,0.068
1,48,0.075
1,49,0.076
1,50,0.06
1,51,0.056
1,52,0.097
1,53,0.068
1,54,0.062
1,55,0.065
1,56,0.059
1,57,0.049
1,58,0.058
1,59,0.069
1,60,0.077
1,61,0.067
1,62,0.077
1,63,0.069
1,64,0.06
1,65,0.069
1,66,0.068
1,67,0.073
1,68,0.074
1,69,0.07
1,70,0.063
1,71,0.059
1,72,0.059
1,73,0.088
1,74,0.051
1,75,0.05
1,76,0.054
1,77,0.052
1,78,0.044
1,79,0.068
1,80,0.06
1,81,0.061
1,82,0.064
1,83,0.07
1,84,0.056
1,85,0.065
1,86,0.065
1,87,0.057
1,88,0.045
1,89,0.042
1,90,0.046
1,91,0.04
1,92,0.045
1,93,0.042
1,94,0.042
1,95,0.043
1,96,0.049
1,97,0.046
1,98,0.059
1,99,0.058
