timestamp,dataset,rank1,rank5,mAP
2025-07-09 12:24:32,test,0.8000,0.9667,0.4670
2025-07-09 12:33:11,test,0.7667,0.9667,0.4870
2025-07-09 12:44:17,test,0.7667,0.9333,0.5123
2025-07-09 12:56:07,test,0.7667,0.9667,0.5333
2025-07-09 13:07:38,test,0.7667,1.0000,0.5497
2025-07-09 13:19:37,test,0.7667,0.9667,0.5504
2025-07-09 13:30:25,test,0.7667,0.9667,0.5640
2025-07-09 13:41:57,test,0.7667,1.0000,0.5669
2025-07-09 13:52:36,test,0.7667,0.9667,0.5671
2025-07-09 14:03:35,test,0.7667,0.9667,0.5722
2025-07-09 14:14:50,test,0.7667,1.0000,0.5701
2025-07-09 14:25:43,test,0.7667,1.0000,0.5741
2025-07-09 14:37:07,test,0.8000,1.0000,0.5754
2025-07-09 14:47:30,test,0.8000,1.0000,0.5775
2025-07-09 14:58:27,test,0.8000,0.9333,0.5784
2025-07-09 15:09:07,test,0.8000,0.9667,0.5824
2025-07-09 15:20:58,test,0.8000,1.0000,0.5824
2025-07-09 15:32:23,test,0.8000,1.0000,0.5814
2025-07-09 15:42:58,test,0.8000,0.9333,0.5821
2025-07-09 15:54:21,test,0.8000,0.9333,0.5824
2025-07-09 16:05:10,test,0.8000,0.9667,0.5811
2025-07-09 16:16:34,test,0.8000,0.9667,0.5819
2025-07-09 16:28:17,test,0.8000,0.9667,0.5787
2025-07-09 16:38:30,test,0.8000,0.9667,0.5828
2025-07-09 16:50:02,test,0.8000,0.9333,0.5830
2025-07-09 17:01:25,test,0.8000,0.9333,0.5786
2025-07-09 17:12:16,test,0.8000,0.9667,0.5826
2025-07-09 17:22:47,test,0.8000,0.9333,0.5809
2025-07-09 17:33:39,test,0.8000,0.9667,0.5815
2025-07-09 17:44:57,test,0.8000,0.9333,0.5847
2025-07-09 17:56:11,test,0.8000,0.9333,0.5786
