client,round,loss
2,0,2.45
2,1,1.835
2,2,1.346
2,3,1.052
2,4,0.846
2,5,0.675
2,6,0.557
2,7,0.451
2,8,0.361
2,9,0.324
2,10,0.306
2,11,0.229
2,12,0.205
2,13,0.208
2,14,0.187
2,15,0.179
2,16,0.148
2,17,0.121
2,18,0.114
2,19,0.122
2,20,0.092
2,21,0.104
2,22,0.104
2,23,0.1
2,24,0.078
2,25,0.08
2,26,0.089
2,27,0.083
2,28,0.092
2,29,0.077
2,30,0.076
2,31,0.071
2,32,0.081
2,33,0.072
2,34,0.081
2,35,0.083
2,36,0.077
2,37,0.084
2,38,0.083
2,39,0.069
2,40,0.063
2,41,0.06
2,42,0.075
2,43,0.075
2,44,0.089
2,45,0.077
2,46,0.081
2,47,0.067
2,48,0.064
2,49,0.063
2,50,0.075
2,51,0.074
2,52,0.07
2,53,0.059
2,54,0.063
2,55,0.07
2,56,0.078
2,57,0.065
2,58,0.051
2,59,0.045
2,60,0.045
2,61,0.064
2,62,0.081
2,63,0.076
2,64,0.065
2,65,0.058
2,66,0.045
2,67,0.051
2,68,0.043
2,69,0.062
2,70,0.067
