client,round,loss
1,0,2.877
1,1,1.948
1,2,1.558
1,3,1.354
1,4,1.188
1,5,1.058
1,6,0.968
1,7,0.87
1,8,0.809
1,9,0.744
1,10,0.667
1,11,0.645
1,12,0.604
1,13,0.566
1,14,0.534
1,15,0.486
1,16,0.448
1,17,0.435
1,18,0.418
1,19,0.39
1,20,0.38
1,21,0.363
1,22,0.327
1,23,0.314
