round,cosine_sim
0.0000,0.4341
1.0000,0.2067
2.0000,0.0001
3.0000,0.0006
4.0000,0.0007
5.0000,0.0006
6.0000,0.0004
7.0000,0.0004
8.0000,0.0005
9.0000,0.0004
10.0000,0.1248
11.0000,0.0004
12.0000,0.0010
13.0000,0.0006
14.0000,0.0005
15.0000,0.0009
16.0000,0.0004
17.0000,0.0003
18.0000,0.0003
19.0000,0.0004
20.0000,0.4091
21.0000,0.0004
22.0000,0.0003
23.0000,0.0004
24.0000,0.0003
25.0000,0.0004
26.0000,0.0005
27.0000,0.0004
28.0000,0.0002
29.0000,0.0004
30.0000,0.1548
31.0000,0.0004
32.0000,0.0004
33.0000,0.0002
34.0000,0.0003
35.0000,0.0002
36.0000,0.0002
37.0000,0.0003
38.0000,0.0002
39.0000,0.0002
40.0000,0.1824
41.0000,0.0002
42.0000,0.0002
43.0000,0.0002
44.0000,0.0002
45.0000,0.0002
46.0000,0.0002
47.0000,0.0001
48.0000,0.0003
49.0000,0.0005
50.0000,0.6198
51.0000,0.0002
52.0000,0.0002
53.0000,0.0003
54.0000,0.0001
55.0000,0.0002
56.0000,0.0003
57.0000,0.0002
58.0000,0.0002
59.0000,0.0001
60.0000,0.1668
61.0000,0.0002
62.0000,0.0006
63.0000,0.0002
64.0000,0.0002
65.0000,0.0003
66.0000,0.0002
67.0000,0.0001
68.0000,0.0001
69.0000,0.0003
70.0000,0.5973
71.0000,0.0001
72.0000,0.0001
73.0000,0.0002
74.0000,0.0002
75.0000,0.0001
76.0000,0.0001
77.0000,0.0003
78.0000,0.0001
79.0000,0.0002
80.0000,0.1383
81.0000,0.0000
82.0000,0.0001
83.0000,0.0001
84.0000,0.0001
85.0000,0.0001
86.0000,0.0001
87.0000,0.0001
88.0000,0.0001
89.0000,0.0001
90.0000,0.5952
91.0000,0.0002
92.0000,0.0001
93.0000,0.0002
94.0000,0.0001
95.0000,0.0001
96.0000,0.0000
97.0000,0.0001
98.0000,0.0001
99.0000,0.0001
