client,round,loss
2,0,1.085
2,1,1.049
2,2,1.0
2,3,0.942
2,4,0.902
2,5,0.853
2,6,0.829
2,7,0.791
2,8,0.735
2,9,0.724
2,10,0.683
2,11,0.667
2,12,0.645
2,13,0.606
2,14,0.589
2,15,0.534
2,16,0.526
2,17,0.51
2,18,0.487
2,19,0.488
2,20,0.421
2,21,0.456
2,22,0.401
2,23,0.368
2,24,0.37
2,25,0.358
2,26,0.347
2,27,0.31
2,28,0.32
2,29,0.304
2,30,0.308
2,31,0.353
2,32,0.268
2,33,0.264
2,34,0.286
2,35,0.229
2,36,0.259
2,37,0.303
2,38,0.229
2,39,0.208
2,40,0.204
2,41,0.192
2,42,0.194
2,43,0.255
2,44,0.199
2,45,0.187
2,46,0.179
2,47,0.173
2,48,0.231
2,49,0.232
2,50,0.175
2,51,0.176
2,52,0.182
2,53,0.199
2,54,0.15
2,55,0.189
2,56,0.213
2,57,0.15
2,58,0.162
2,59,0.121
2,60,0.136
2,61,0.124
2,62,0.138
2,63,0.115
2,64,0.163
2,65,0.148
2,66,0.126
2,67,0.123
2,68,0.106
2,69,0.146
2,70,0.155
2,71,0.101
2,72,0.113
2,73,0.122
2,74,0.097
2,75,0.106
2,76,0.105
2,77,0.151
2,78,0.089
2,79,0.135
2,80,0.085
2,81,0.07
2,82,0.086
2,83,0.092
2,84,0.088
2,85,0.081
2,86,0.102
2,87,0.089
2,88,0.098
2,89,0.079
2,90,0.08
2,91,0.094
2,92,0.067
2,93,0.088
2,94,0.069
2,95,0.068
2,96,0.059
2,97,0.07
2,98,0.105
2,99,0.078
