client,round,loss
1,0,1.079
1,1,1.197
1,2,1.1
1,3,1.024
1,4,0.931
1,5,0.974
1,6,0.869
1,7,0.812
1,8,0.843
1,9,0.771
1,10,0.754
1,11,0.755
1,12,0.755
1,13,0.665
1,14,0.665
1,15,0.637
1,16,0.621
1,17,0.55
1,18,0.591
1,19,0.627
1,20,0.585
1,21,0.579
1,22,0.548
1,23,0.577
1,24,0.521
1,25,0.528
1,26,0.488
1,27,0.455
1,28,0.513
1,29,0.515
1,30,0.497
1,31,0.471
1,32,0.439
1,33,0.491
1,34,0.431
1,35,0.388
1,36,0.417
1,37,0.451
1,38,0.445
1,39,0.431
1,40,0.434
1,41,0.407
1,42,0.367
1,43,0.361
1,44,0.339
1,45,0.351
1,46,0.345
1,47,0.376
1,48,0.364
1,49,0.328
