cosine_sim,student_norm,teacher_norm
0.3973,29.2083,41.4750
0.3750,29.3207,42.2258
0.3821,29.4522,41.0717
0.3861,29.3767,43.7136
0.3853,29.3111,41.0892
0.3990,29.3620,41.9634
0.3884,29.2610,42.8308
0.3858,29.4143,40.7757
0.3842,29.5255,41.8806
0.3874,29.4943,39.5186
0.3959,29.4151,42.9208
0.3764,29.1481,47.9669
0.3763,29.3645,43.2500
0.3870,29.1981,40.4828
0.3995,28.9330,37.8806
0.3857,28.9454,39.3031
0.4019,29.4420,44.3135
0.3845,29.0251,45.6224
0.3814,29.0452,42.1915
0.3833,29.1359,46.4306
0.3781,28.8281,42.2945
0.4093,29.1530,42.4848
0.3912,29.2700,41.4528
0.3843,28.7859,41.3317
0.4197,28.6776,40.4708
0.3987,28.7270,47.9180
0.3887,28.7147,45.6307
0.4166,28.7503,41.2861
0.3964,28.8412,42.7701
0.4085,28.4687,41.3874
0.4079,28.4854,43.6223
0.4110,28.4444,44.1664
0.3996,28.5913,41.9768
0.4108,28.3697,41.8259
0.4371,28.2716,44.6743
0.4155,28.4428,39.3439
0.4814,29.2429,25.5461
0.5091,29.0878,27.4265
0.5177,28.8090,26.8962
0.5180,28.7248,28.3642
0.4834,28.6398,25.2143
0.5195,29.0012,24.7310
0.5794,28.7459,27.8338
0.5474,28.4689,28.3678
0.5631,28.9397,26.8524
0.5289,28.5622,28.6915
0.5252,28.8194,26.9899
0.5167,28.8036,28.3614
0.5067,28.4722,26.2778
0.5680,28.4338,30.9644
0.5083,28.4162,24.7571
0.5454,28.4923,28.1824
0.5752,28.3440,28.3936
0.5244,28.6010,26.0981
0.5484,28.3324,27.4624
0.4960,28.2311,25.3443
0.5592,28.4359,28.3903
0.5384,28.0927,27.3084
0.5428,28.3013,28.2255
0.5199,28.2313,26.9145
0.5253,28.1352,28.2966
0.5810,28.0794,29.4040
0.5722,27.8685,27.8870
0.5336,27.2483,26.9900
0.5577,28.0102,30.0613
0.5542,27.9380,28.0743
0.5715,27.1969,28.3352
0.5762,27.7933,27.0221
0.5552,27.6590,26.3956
0.5683,27.1079,28.8674
0.5632,27.3955,28.3155
0.5706,27.3910,26.9675
0.7113,28.3905,29.3251
0.6629,28.5134,27.0910
0.7268,28.5652,28.4813
0.6745,28.5186,27.0887
0.6894,28.1944,25.6832
0.7116,28.4577,26.3711
0.7008,28.3916,25.9912
0.6570,28.3977,25.1330
0.7705,28.7962,27.6264
0.7330,28.4765,28.2212
0.6946,28.4172,27.5865
0.7126,28.5322,29.3912
0.6986,28.6729,28.8899
0.6892,28.3702,26.9099
0.7286,28.3148,28.1712
0.7500,28.6184,29.2359
0.7160,28.4768,27.2059
0.7077,27.9632,25.0428
0.7451,28.0953,27.2380
0.7084,28.2235,27.4995
0.7245,28.5617,28.4258
0.7595,28.0947,28.5237
0.7462,28.3014,29.1375
0.7053,28.0900,28.8636
0.6878,27.9413,27.0989
0.7324,27.9191,27.1937
0.7435,28.1184,27.7966
0.7498,27.9880,28.2878
0.7349,27.9375,27.4035
0.7592,28.2490,28.3104
0.6968,27.4482,27.0320
0.7102,27.9513,27.4363
0.7133,27.7927,27.6749
0.7267,27.9070,27.4552
0.7342,27.7329,28.1520
0.7197,27.7260,26.3233
0.7962,28.2121,29.2982
0.8391,28.5802,30.6929
0.8243,28.4402,28.1659
0.8130,28.5449,28.8288
0.8210,28.4087,30.2190
0.8244,28.6577,32.2246
0.8367,28.6576,30.3771
0.8244,28.0956,29.1775
0.8195,28.2358,30.4723
0.8041,28.4181,30.9122
0.8285,28.3128,31.2741
0.8202,28.4114,30.4300
0.7943,28.4122,28.6395
0.8363,28.1973,30.7316
0.8212,28.4033,29.5192
0.8532,28.3831,32.2724
0.8089,28.1698,30.5834
0.8454,28.6227,31.4671
0.8133,28.3951,29.6237
0.8423,28.4029,30.1948
0.8310,28.7000,30.1661
0.7993,28.3162,28.9010
0.8390,28.2220,29.9561
0.8228,28.2854,29.4108
0.8227,28.2300,29.5902
0.8261,28.3138,32.0328
0.8311,28.2744,30.1589
0.8258,28.4391,28.9087
0.8298,28.1476,27.4399
0.8295,28.3889,30.6003
0.8251,27.9868,28.1499
0.8410,28.1752,30.0163
0.8442,28.1961,29.4121
0.8250,27.6889,31.2103
0.8520,28.4184,30.6829
0.8568,28.0425,31.2210
0.7252,28.3163,32.1561
0.6823,28.4750,27.3666
0.7479,28.3933,29.6003
0.7214,28.4510,30.0167
0.7247,28.3463,27.2386
0.7310,28.4341,28.9854
0.7463,28.4062,28.8789
0.7118,28.1315,29.5972
0.7299,28.4210,30.1469
0.6981,27.9478,27.0828
0.7380,28.2285,29.2951
0.7260,27.8161,28.8275
0.7117,28.0455,28.8071
0.7406,27.9395,28.5945
0.7318,27.7180,29.2222
0.6962,28.0928,26.6304
0.7082,27.5760,27.0434
0.7289,27.9494,29.5640
0.7332,27.5770,30.4643
0.7487,27.4372,29.2984
0.7363,27.7852,29.4873
0.6897,27.6141,26.8456
0.7161,27.5525,27.9332
0.7591,27.3753,29.2365
0.7470,27.4426,30.6501
0.7514,27.3636,29.2394
0.7159,27.1731,28.6774
0.7291,27.3389,28.2431
0.7655,27.3505,29.5506
0.7139,27.1481,27.9891
0.7334,27.0726,28.1496
0.7374,26.9786,27.0260
0.7204,27.2661,26.3808
0.7443,26.7837,29.8513
0.7521,27.3218,29.0369
0.7344,26.8931,28.6444
0.8416,28.0613,30.1484
0.8498,27.9802,30.5316
0.8181,27.9904,29.5479
0.8575,27.6188,29.4147
0.8580,28.2971,30.7383
0.8297,27.8852,29.4712
0.8612,27.9292,29.9492
0.8327,27.9294,27.9534
0.8272,27.7592,27.6744
0.7703,27.9590,24.7911
0.8963,28.2062,30.8516
0.8569,27.7772,28.0127
0.8344,27.9328,28.7628
0.8331,28.0781,30.1584
0.8867,28.0786,29.0005
0.8637,27.6366,29.8558
0.8612,27.9763,30.3691
0.8760,27.9086,30.0812
0.8105,27.9159,29.0046
0.8280,27.4559,25.7391
0.8658,27.7197,27.6745
0.8622,27.7688,29.7532
0.8487,27.9515,32.3212
0.8841,28.1306,30.8492
0.8890,27.7806,31.1802
0.8549,27.6280,28.0640
0.8723,27.8504,31.1412
0.8372,27.7693,28.2345
0.8527,27.6461,30.3030
0.8703,27.5318,30.7637
0.8750,27.6057,29.1033
0.8681,27.6851,29.1387
0.8486,27.6787,31.2297
0.8694,27.6942,29.7704
0.8818,27.7661,31.1003
0.8325,27.9235,30.5022
0.8306,27.9221,26.2053
0.8267,28.0576,27.3066
0.8120,27.4924,27.1394
0.8834,27.7432,28.1887
0.8637,27.8301,27.3394
0.8652,27.3615,28.9529
0.8671,27.7678,28.9531
0.8777,27.6480,28.1929
0.8803,27.8613,28.7603
0.8573,27.5956,28.2648
0.8683,27.7783,27.5417
0.8563,27.7709,27.6343
0.8755,27.7353,27.6215
0.8561,27.6664,27.9467
0.8612,27.7080,29.0801
0.8612,27.3185,27.5418
0.8743,27.5426,27.5307
0.8613,27.5203,28.2027
0.8748,27.7243,27.6675
0.8321,27.4638,27.1054
0.8330,27.3489,26.1107
0.8836,27.6270,28.7389
0.8541,27.6891,28.1012
0.8952,27.5961,29.1089
0.8695,27.6943,30.7173
0.8840,27.5078,27.1326
0.8873,27.8731,28.4190
0.8916,27.6705,29.5674
0.8516,27.3017,28.3539
0.8696,27.6089,26.6577
0.8557,27.1689,27.5270
0.8870,27.5013,29.2456
0.8657,27.7398,28.9115
0.8613,27.5815,27.1696
0.8405,27.5057,25.6770
0.8616,27.3324,28.8252
0.8902,27.3393,29.8148
0.8923,28.0004,29.8847
0.8773,27.3161,28.3001
0.9028,27.3370,28.2099
0.9038,27.7011,28.7827
0.9027,27.3834,29.5943
0.8912,27.7545,28.7568
0.8935,27.6043,29.6991
0.9128,27.8932,27.9512
0.9072,27.3715,28.2407
0.9082,27.5307,28.6953
0.9045,27.4648,28.4352
0.9056,27.7009,29.1103
0.8861,27.1803,27.7848
0.9114,27.7011,29.5671
0.9062,27.9170,28.2380
0.9136,27.5971,28.6508
0.8727,27.2449,26.9961
0.9243,27.6400,28.9889
0.8911,27.5873,27.2722
0.8756,27.3863,27.3945
0.9073,27.3183,28.3896
0.9122,27.9756,29.4111
0.9148,27.2376,29.0828
0.8992,27.6125,29.7512
0.9025,27.7927,28.9440
0.8950,27.6006,27.5111
0.8883,27.4964,26.8140
0.9137,27.4860,28.6575
0.9082,27.4953,29.0275
0.9138,27.2094,28.2437
0.8929,27.4064,29.1305
0.9203,27.4054,29.9853
0.9147,27.4663,30.8067
0.9102,27.6504,27.6772
0.8904,27.5404,27.3183
0.9191,27.6878,28.1431
0.9122,27.4367,27.4055
0.9272,27.4404,27.9419
0.9097,27.5597,27.1295
0.9159,27.4065,26.9056
0.9321,27.4883,27.8394
0.9209,27.0914,27.5814
0.9335,27.4602,27.0217
0.9245,27.6779,28.5617
0.9275,27.5932,27.2184
0.9228,27.5619,27.0738
0.9226,27.4855,27.4733
0.9157,27.4642,27.2841
0.9123,27.7332,28.0909
