client,round,loss
0,0,2.741
0,1,2.018
0,2,1.583
0,3,1.297
0,4,1.022
0,5,0.916
0,6,0.737
0,7,0.621
0,8,0.526
0,9,0.425
0,10,0.339
0,11,0.293
0,12,0.259
0,13,0.232
0,14,0.175
0,15,0.171
0,16,0.158
0,17,0.142
0,18,0.135
0,19,0.117
0,20,0.128
0,21,0.095
0,22,0.1
0,23,0.086
0,24,0.084
0,25,0.089
0,26,0.089
0,27,0.071
0,28,0.074
0,29,0.066
0,30,0.071
