timestamp,dataset,rank1,mAP,loss
2025-07-29 09:32:05,2,0.6000,0.3047,0.0000
2025-07-29 09:35:50,2,0.6250,0.3193,0.0000
2025-07-29 09:41:54,2,0.6000,0.3136,0.0000
2025-07-29 09:47:03,2,0.6750,0.3230,0.0000
2025-07-29 09:53:03,2,0.5750,0.3057,0.0000
2025-07-29 09:59:04,2,0.6500,0.3107,0.0000
2025-07-29 10:34:50,2,0.6000,0.3047,0.0000
2025-07-29 10:38:34,2,0.7000,0.3149,0.0000
2025-07-29 10:44:38,2,0.6750,0.3260,0.0000
2025-07-29 10:49:44,2,0.6750,0.3260,0.0000
2025-07-29 10:55:46,2,0.6250,0.3043,0.0000
2025-07-29 11:01:46,2,0.6250,0.3043,0.0000
