client,round,loss
3,0,0.678
3,1,1.267
3,2,0.945
3,3,0.8
3,4,0.75
3,5,0.679
3,6,0.779
3,7,0.703
3,8,0.641
3,9,0.585
3,10,0.777
3,11,0.649
3,12,0.847
3,13,0.833
3,14,1.02
3,15,0.675
3,16,0.538
3,17,0.635
3,18,0.595
3,19,0.664
3,20,0.687
3,21,0.67
3,22,0.792
3,23,0.684
3,24,0.995
3,25,0.992
3,26,0.605
3,27,0.487
3,28,0.511
3,29,0.68
3,30,0.421
3,31,0.475
3,32,0.442
3,33,0.713
3,34,0.499
3,35,0.446
3,36,0.622
3,37,0.415
3,38,0.411
3,39,0.389
3,40,0.699
3,41,0.364
3,42,0.352
3,43,0.337
3,44,0.362
3,45,0.373
3,46,0.409
3,47,0.4
3,48,0.39
3,49,0.497
3,0,0.678
3,1,1.263
3,2,0.959
3,3,0.799
3,4,0.756
3,5,0.685
3,6,0.766
3,7,0.662
3,8,0.615
3,9,0.559
3,10,0.761
3,11,0.622
3,12,0.869
3,13,0.787
3,14,0.95
3,15,0.623
3,16,0.487
3,17,0.566
3,18,0.574
3,19,0.589
3,20,0.67
3,21,0.611
3,22,0.727
3,23,0.668
3,24,0.903
3,25,0.944
3,26,0.56
3,27,0.467
3,28,0.536
3,29,0.665
3,30,0.424
3,31,0.489
3,32,0.475
3,33,0.686
3,34,0.477
3,35,0.433
3,36,0.629
3,37,0.404
3,38,0.386
3,39,0.369
3,40,0.643
3,41,0.347
3,42,0.316
3,43,0.326
3,44,0.352
3,45,0.357
3,46,0.371
3,47,0.393
3,48,0.369
3,49,0.437
