timestamp,epoch,client_id,rank1,mAP
2025-07-30 18:10:39,80,0,0.6833333373069763,0.5295762658112388
2025-07-30 18:10:47,80,1,0.5166666507720947,0.42550874625373053
2025-07-30 18:10:55,80,2,0.6000000238418579,0.439992513109063
2025-07-30 18:11:05,80,3,0.699999988079071,0.5450854518716447
2025-07-30 18:11:13,80,4,0.6166666746139526,0.4556163430524239
2025-07-30 18:37:25,85,0,0.6833333373069763,0.5348301364479285
2025-07-30 18:37:34,85,1,0.5666666626930237,0.431316692041441
2025-07-30 18:37:42,85,2,0.6166666746139526,0.44667485662859746
2025-07-30 18:37:51,85,3,0.699999988079071,0.5450305602245129
2025-07-30 18:37:59,85,4,0.6166666746139526,0.45680149557485816
2025-07-30 19:04:09,90,0,0.6499999761581421,0.5294662642320794
